pmid,title,query_families,keyword_domains,abstract_priority_score,manual_status,abstract_status
28930281,"The Genus Artemisia: a 2012-2017 Literature Review on Chemical Composition, Antimicrobial, Insecticidal and Antioxidant Activities of Essential Oils.",terpene_essential_oil;safety,chemistry;safety,3,pending_manual_review,retrieved
28940606,The roles of AaMIXTA1 in regulating the initiation of glandular trichomes and cuticle biosynthesis in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;biosynthesis_genes;genomics_phylogenomics;antiparasitic,genomics;primary_methods,3,pending_manual_review,retrieved
28956447,"Artemisians A-D, Diseco-guaianolide Involved Heterodimeric [4 + 2] Adducts from Artemisia argyi.",sesquiterpene_lactone,genomics;primary_methods,3,pending_manual_review,retrieved
29117375,Fumigant Toxicity and Sublethal Effects of Artemisia khorassanica and Artemisia sieberi on Sitotroga cerealella (Lepidoptera: Gelechiidae).,terpene_essential_oil;safety,chemistry;safety,3,pending_manual_review,retrieved
29122483,New terpenoids and thiophene derivatives from the aerial parts of Artemisia sieversiana.,terpene_essential_oil;biosynthesis_genes;safety,chemistry;primary_methods,3,pending_manual_review,retrieved
29164813,Chemical Polymorphism of Essential Oils of Artemisia vulgaris Growing Wild in Lithuania.,terpene_essential_oil;safety,chemistry;safety,3,pending_manual_review,retrieved
29241769,Antibacterial activity of Artemisia asiatica essential oil against some common respiratory infection causing bacterial strains and its mechanism of action in Haemophilus influenzae.,terpene_essential_oil,chemistry;primary_methods,3,pending_manual_review,retrieved
29300490,Dimeric Cadinane Sesquiterpenoid Derivatives from Artemisia annua.,terpene_essential_oil,chemistry;primary_methods,3,pending_manual_review,retrieved
29301032,ARTEMISININ BIOSYNTHESIS PROMOTING KINASE 1 positively regulates artemisinin biosynthesis through phosphorylating AabZIP1.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,genomics;primary_methods,3,pending_manual_review,retrieved
29353156,Sesquiterpenoids from Artemisia vestita.,terpene_essential_oil;biosynthesis_genes,chemistry;primary_methods,3,pending_manual_review,retrieved
29542280,Sesquiterpene Lactones with COX-2 Inhibition Activity from Artemisia lavandulaefolia.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry;primary_methods,3,pending_manual_review,retrieved
29580507,Study of two-stage ohmic hydro-extraction of essential oil from Artemisia aucheri Boiss.: Antioxidant and antimicrobial characteristics.,terpene_essential_oil,chemistry;primary_methods,3,pending_manual_review,retrieved
29675029,AaEIN3 Mediates the Downregulation of Artemisinin Biosynthesis by Ethylene Signaling Through Promoting Leaf Senescence in Artemisia annua.,sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics,genomics;primary_methods,3,pending_manual_review,retrieved
29803465,"Towards a better understanding of Artemisia vulgaris: Botany, phytochemistry, pharmacological and biotechnological potential.",terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;primary_methods,3,pending_manual_review,retrieved
29868094,Detailed Phytochemical Analysis of High- and Low Artemisinin-Producing Chemotypes of Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics,chemistry;primary_methods,3,pending_manual_review,retrieved
29982168,Deciphering transcriptome profiles of tetraploid Artemisia annua plants with high artemisinin content.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,genomics;primary_methods,3,pending_manual_review,retrieved
30044501,Identification and Quantification of Thujone in a Case of Poisoning Due to Repeated Ingestion of an Infusion of Artemisia Vulgaris L.,terpene_essential_oil;safety,chemistry;safety,3,pending_manual_review,retrieved
30075222,Sesquiterpene lactone from Artemisia argyi induces gastric carcinoma cell apoptosis via activating NADPH oxidase/reactive oxygen species/mitochondrial pathway.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry;primary_methods,3,pending_manual_review,retrieved
30200700,"[Prokaryotic expression， purification and crystallization of CYP71AV1, key enzyme in artemisinin biosynthesis].",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,genomics;primary_methods,3,pending_manual_review,retrieved
30228799,The Tunisian Artemisia Essential Oil for Reducing Contamination of Stored Cereals by Tribolium castaneum.,terpene_essential_oil,chemistry;primary_methods,3,pending_manual_review,retrieved
30263465,Sesquiterpene lactones and scopoletins from Artemisia scoparia Waldst. & Kit. and their angiotensin I-converting enzyme inhibitory activities.,sesquiterpene_lactone,chemistry;primary_methods,3,pending_manual_review,retrieved
30529065,Lactone ring-opening seco-guaianolide involved heterodimers linked via an ester bond from Artemisia argyi with NO inhibitory activity.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry;primary_methods,3,pending_manual_review,retrieved
30585504,Triterpenoids with α-glucosidase inhibitory activity from Artemisia argyi.,terpene_essential_oil;diterpene_triterpene,chemistry;primary_methods,3,pending_manual_review,retrieved
30602314,"Sesquiterpene lactones from Artemisia austroyunnanensis suppresses ROS production and reduces cytokines, iNOS and COX-2 levels via NF-KB pathway in vitro.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;safety,chemistry;primary_methods,3,pending_manual_review,retrieved
30618281,"Chemical composition, antioxidant and cytotoxic activity of Artemisia gmelinii essential oil growing wild in Kashmir valley.",terpene_essential_oil,chemistry;safety,3,pending_manual_review,retrieved
30709043,Assessment of Artemisinin Contents in Selected Artemisia Species from Tajikistan (Central Asia).,sesquiterpene_lactone,chemistry;primary_methods,3,pending_manual_review,retrieved
30814896,"Assessment of Iranian endemic Artemisia khorassanica: karyological, genome size, and gene expressions involved in artemisinin production.",sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics,genomics;primary_methods,3,pending_manual_review,retrieved
30821346,AaPP2C1 negatively regulates the expression of genes involved in artemisinin biosynthesis through dephosphorylating AaAPK1.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,genomics;primary_methods,3,pending_manual_review,retrieved
30851440,Artemisinin Biosynthesis in Non-glandular Trichome Cells of Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,genomics;primary_methods,3,pending_manual_review,retrieved
30873702,"Dihydroartemisinin, an antimalarial drug, induces absent in melanoma 2 inflammasome activation and autophagy in human hepatocellular carcinoma HepG2215 cells.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,antiparasitic;primary_methods,3,pending_manual_review,retrieved
30976671,Naturally occurring sesquiterpene lactones and their semi-synthetic derivatives modulate PGE2 levels by decreasing COX2 activity and expression.,sesquiterpene_lactone,chemistry;primary_methods,3,pending_manual_review,retrieved
31003442,Simultaneous Quantification of Five Sesquiterpene Components after Ultrasound Extraction in Artemisia annua L. by an Accurate and Rapid UPLC⁻PDA Assay.,terpene_essential_oil;sesquiterpene_lactone,chemistry;primary_methods,3,pending_manual_review,retrieved
31024586,The SPB-Box Transcription Factor AaSPL2 Positively Regulates Artemisinin Biosynthesis in Artemisia annua L.,sesquiterpene_lactone;biosynthesis_genes,genomics;primary_methods,3,pending_manual_review,retrieved
31087059,The cold-induced transcription factor bHLH112 promotes artemisinin biosynthesis indirectly via ERF1 in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,genomics;primary_methods,3,pending_manual_review,retrieved
31093899,Characterization of a class III peroxidase from Artemisia annua: relevance to artemisinin metabolism and beyond.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,antiparasitic;primary_methods,3,pending_manual_review,retrieved
31177847,Chemical composition and biological activities of an essential oil from the aerial parts of Artemisia Gmelinii weber ex Stechm.,terpene_essential_oil;biosynthesis_genes,chemistry;primary_methods,3,pending_manual_review,retrieved
31181920,Sesquiterpene Lactones from Artemisia argyi: Absolute Configuration and Immunosuppressant Activity.,terpene_essential_oil;sesquiterpene_lactone,chemistry;safety,3,pending_manual_review,retrieved
31241852,Artemisia magellanica. Chemical Composition of the Essential Oil from an Unexplored Endemic Species of Patagonia.,terpene_essential_oil,chemistry;primary_methods,3,pending_manual_review,retrieved
31354901,Cytotoxic Effects of Artemisia annua L. and Pure Artemisinin on the D-17 Canine Osteosarcoma Cell Line.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,antiparasitic;safety,3,pending_manual_review,retrieved
31418264,"Trichocadinins B-G: Antimicrobial Cadinane Sesquiterpenes from Trichoderma virens QA-8, an Endophytic Fungus Obtained from the Medicinal Plant Artemisia argyi.",terpene_essential_oil,chemistry;primary_methods,3,pending_manual_review,retrieved
31576412,"Artemisia annua L. and photoresponse: from artemisinin accumulation, volatile profile and anatomical modifications to gene expression.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,genomics;primary_methods,3,pending_manual_review,retrieved
31614698,Sesquiterpenoids from Artemisia vestita and Their Antifeedant and Antifungal Activities.,terpene_essential_oil,chemistry;primary_methods,3,pending_manual_review,retrieved
31617762,Structure elucidation and NMR assignments of a new sesquiterpene of volatile oil from Artemisia frigida Willd.,terpene_essential_oil,chemistry;primary_methods,3,pending_manual_review,retrieved
31669720,Sesquiterpenoids from Artemisia argyi and their COXs inhibitory activities.,terpene_essential_oil;sesquiterpene_lactone,chemistry;primary_methods,3,pending_manual_review,retrieved
31674834,Sesquiterpenoids from Artemisia argyi and their NO production inhibitory activity in RAW264.7 cells.,terpene_essential_oil,chemistry;primary_methods,3,pending_manual_review,retrieved
31703759,Monomeric and dimeric sesquiterpene lactones from Artemisia heptapotamica.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry;primary_methods,3,pending_manual_review,retrieved
31787989,The Transcription Factor Aabzip9 Positively Regulates the Biosynthesis of Artemisinin in Artemisia annua.,sesquiterpene_lactone;biosynthesis_genes,genomics;primary_methods,3,pending_manual_review,retrieved
31873815,Oligomers of carrageenan regulate functional activities and artemisinin production in Artemisia annua L. exposed to arsenic stress.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,genomics;safety,3,pending_manual_review,retrieved
31947602,Direct Activation of TRPC3 Channels by the Antimalarial Agent Artemisinin.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,antiparasitic;primary_methods,3,pending_manual_review,retrieved
32013192,Anthelmintic Activity of Wormwood (Artemisia absinthium L.) and Mallow (Malva sylvestris L.) against Haemonchus contortus in Sheep.,antiparasitic,antiparasitic;primary_methods,3,pending_manual_review,retrieved
32046156,Dried Leaf Artemisia Annua Improves Bioavailability of Artemisinin via Cytochrome P450 Inhibition and Enhances Artemisinin Efficacy Downstream.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,chemistry;primary_methods,3,pending_manual_review,retrieved
32128603,"Impact of Long-Term Copper Exposure on Growth, Photosynthesis, Antioxidant Defence System and Artemisinin Biosynthesis in Soil-Grown Artemisia annua Genotypes.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,genomics;safety,3,pending_manual_review,retrieved
32162132,Using β-ocimene to increase the artemisinin content in juvenile plants of Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,genomics;primary_methods,3,pending_manual_review,retrieved
32202146,Phytochemical properties of essential oil from Artemisia sieberi Besser (Iranian accession) and its antioxidant and antifungal activities.,terpene_essential_oil,chemistry;primary_methods,3,pending_manual_review,retrieved
32234442,Effect of chitosan-whey protein isolated coatings incorporated with tarragon Artemisia dracunculus essential oil on the quality of Scomberoides commersonnianus fillets at refrigerated condition.,terpene_essential_oil,chemistry;primary_methods,3,pending_manual_review,retrieved
32333635,Nitric Oxide Production Inhibitory Eudesmane-Type Sesquiterpenoids from Artemisia argyi.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry;primary_methods,3,pending_manual_review,retrieved
